Topic Value New,Topic Value Original,User Value New,User Value Original,Learning Resource Value New,Learning Resource Value Original
,,284,93a7aef5296e288f3a39f8c1c0dcb8935c9657f5c87378408e5d1910444e7c70,,
,,285,94a080ccc68a9af23abc6e73036cdfbac704e4a51b312cab20a422e059196d14,,
,,286,950ed53de307960251af3e387e595945da87494d2d2edf58b103f58f4ccfef78,,
,,287,95944dae06f4e15b8e63e41064092bc51db9f568df5abcdb866112b0a58a759a,,
,,288,95e604186e18386f749a6d26e0868477c65803267b7c4d7bf606f77b8bbe1da4,,
,,289,9675bde0231da8d75eeb40196ec9fda32306f8be61e38a1325b034f2472db01e,,
,,290,97b90813f7f65e2bc5da97e487ad3fdccd2c535dde981f56eb9fa65df89f09e1,,
,,291,9807fe182f3dc6252a470df9020a7a9041c9c2c07a8b5c5f3f64fdee9b9db3c3,,
,,292,98d77a2b714b28f705c31ae807ec9dc0e2e5415b10f7bd6f8791f061b9508e83,,
,,293,98e4c2dd19e0d5bb0d49167121617491082888de5c68db37eb6b6410c40e2d06,,
,,294,98f2cbf89ca9e35caeba21247085fffbf9f2ba20ca1fb5eee71d97295acb384b,,
,,295,9b01ed1b37bb289049750901e55a93a4f206af3b94ce505699381e0df2ca01b2,,
,,296,9c1ee8df1c0a91f0259f13024069c7fd8d7601df3b4b305f358bd8ce161aedb2,,
,,297,9c8737c4d7c6be323f9cca6d673c3b7bdc7c6ed14bf93f7028c4794a90dd2d2b,,
,,298,9d0ab0bd68f282cccbcc15239cb561b3eb795501fa9b5ada282ba9ef66d11c06,,
,,299,9d6a95a44978b54531ff886fbc804fd7fb16556610f5d7cda0e20841e8a6fc78,,
,,300,9de214703fa773e7cec3011c821477e05e32c1c3d4eab44ec9b842eb71efab53,,
,,301,9ecd8d14b33e6d7b4895b660bfc04f1b62dc5ff8d0361871658026089631b0f4,,
,,302,9f4b5abbe2f093cb1d0bdedd6522643c44c7532ee6bb1b20f0b7d9b80adc140c,,
,,303,9f9e98ca9eca96eb316a42c215c5d7391f7b544e2793176224f4fd0027fb9269,,
,,304,9fa16bb176ae097dc1ff36d812d98bec769aa6f3709545c752ce403e0d3acc40,,
,,305,a000fa4903a3a8290435e1735ea6773bf2f2a14d1b5e564b6ab0e060b8e38688,,
,,306,a0d71096e1d00f354dc73285a2857d8c102850e4ded62fb515f6d2a857e2d8b9,,
,,307,a10a30e09a154b3836e02982d35e6ed375b3e7b28b0b9c3be317078823e0645a,,
,,308,a130e617c531c4fc301d851ec5e2c416924de5c393fd355aa4d1fd60886308f0,,
,,309,a1355ec991906ace648901e6fc977691e092d5f5dfebc678289c2a68e731c8d5,,
,,310,a1437f4d7c5982c950cc3bb1cfab162aa1470eb7263b45d865b404015088558b,,
,,311,a1a4b0c316442b879083c61343bcb56ce2233230e64fc4f874ec0f232b2aea68,,
,,312,a1a57315af0421443e73ff39f4cc4afaabfb05e5c435fafd3504fd91ab223453,,
,,313,a3151bceaa87cb266eee2e026bb2770086f0767dc10aefbcd31cf526bf21ce24,,
,,314,a35833a67176bfc8c1457633e2e41ffb5e4bf6aac7127377e8b9881caf1cf52e,,
,,315,a424f1f01cfab62373257c0cb81da9502e4d88af9bb5f68ac4794f8fef3c2b85,,
,,316,a4961676983a10f9ed67219d049b3165dcde4dd74aa3594f3e8fa2abcc32426d,,
,,317,a50b5be5f4ff7ea94290013a66e36e6dea9aed76a2d5c4bef41e28b4ad4503ed,,
,,318,a559ffbbf797ae704128bdc877cc92716fb9da80d0c9f0ec6e42c23e4652d0f8,,
,,319,a5a72f3838b3d70874ac4a07223544c0dcfa9e2358c85d6b628f44940c1e3e92,,
,,320,a5cbc7664ddb2af6fbcdae5b4477be47e3b3ebdf327bd9626ee1a972eab6fb26,,
,,321,a5f6e28cca214fb60a873fd4b27ea02bbef08b5bde05f4ba831b790a54a2435c,,
,,322,a6a3c7cd213abce3011b8586afbd7b8153dd29aee2c2f52688ef8ef895eaabb0,,
,,323,a6f99abe2d52a509eb868425a9083db9a1f0c168236d30acbc9c1af82bee2e3f,,
,,324,a760753ae6f157dc0a1ec4605604231d91dcf2e1ef4470ca3dbbe91cbb24c044,,
,,325,a8fe4ea49ae559b638cbfe1199ef8800b747a66a58a1bc39cb10c8ed4508944a,,
,,326,a911b94c45c75c9742f985664b28a5e51c9562b9423efe24b3b1ea0da99ea920,,
,,327,a93225fd1f7ce130f94e7ab6e4784eeb6e080b9396bfb658085528b517e39757,,
,,328,aa3e744d9ea1bfef5bac5c29b695be41bbe453b6bf59bb5ff04d04fe3ddb9b7e,,
,,329,aacfa383279c3315e3ceca1c24001612eae1e4b1a43330f2fa02fd448184748a,,
,,330,ad1624c5c3a02a3a3b3dcb044b912998b64ca2e7cd54abe79476f86a41a3234b,,
,,331,ad6fc94e2a663a8989f7238cc0e2427eb8b8ff0a464fff43d68ee9e1ac82aac4,,
,,332,adb9f7d3adbec0b1c145469d1272d3d68d27b0496351121d7f3edec48dffdb99,,
,,333,aef22050d9d0c9c04b31417e8d17415239847cd2b4f0b0010265a9a2261368eb,,
,,334,aeff5cdc8c731a2b16beb6f260aeeca455401bc2ddb229aa87a464475f95b1ca,,
,,335,aff3f9448ca917cc6f9b0fa8f92a2dadcee4f890337259421ce866e71ff22c49,,
,,336,b0638251b9699e7b5a85e9527482039e03615390eeb70d93e7de298bfb0b8135,,
,,337,b2739ffce4a91e9880373035f1a135a3772577ebe8a9e985482de17ccedccefd,,
,,338,b2a86b80a5c45b9984072faf901f8f575e7c2884dc2188e770a0dfbb1677011c,,
,,339,b2c90b16a2864cf16993f00192cdb13ee656ac6cd53f745acd473a25224cd05d,,
,,340,b38b4152f7aa7e5d4cc14966d15e1671b57bc61845d758b5ad3992d783cff806,,
,,341,b43a0433ebcd4615d10b350555c5aae6a34f0b8dd322cdf508fd58dd4ff0b5c5,,
,,342,b65b6d24572830c97c47256ad70692e4abc7c290ffa8cefe322be469accd8d5e,,
,,343,b673e054a9c64d69cfb8dc56e028d129e4a5ed88dd2e6accf107182f7756c332,,
,,344,b6d1c1a2a9ceb6f2fe941cb2f5ce2a4c9f178b1f99e12966a31544030d689915,,
,,345,b7214630d2a3008ffaeaefb61f0c42181fe57bbda882a201339a668d02eae47c,,
,,346,b83f22b6c073f282fc8e9556f47e3cb0ecb74d950973838f47c4837826ff08e0,,
,,347,bb0c30cc3cd79a7b954b6a58338b43ab5c258562b868a12e26fa432eed432da9,,
,,348,bc1fc1980b744f6ddef463c42fe1a38facfc6bab71fd00d339b19943d55c3136,,
,,349,bc62c7cd2cb19dae74f15b14964b6eb3942104662a21d5ba91eac861ea67bbe2,,
,,350,bc7fef2cefba2315bb3b68531dc5dcb4a490a3a089fdceb6802c0198959c0e19,,
,,351,bc936a5c28b8adc029346c5de72dd91b78f5101bda51d6631648d15e84d1bd23,,
,,352,bd41cbdc04707f80b319802470a1871b99d36766f9d020cc0f9a569a4d1bb54b,,
,,353,bd5b4475ad702f1f3a58eaa229a8fa29ec0b6285a8be138c21f57edb3024b86d,,
,,354,bd7739509fa70c858197ea24926c2c696b797f60240eac8fe389b1d67ce663be,,
,,355,bd967167b9a70cc58353beeb439070461fdb8560c896ff070e6900aa37187d74,,
,,356,be42cc28c4a3e5675539645ce90caa0d1a62b727d8ff787c2a55738108e24067,,
,,357,bea1e98706cb0c098679e0e5aa145a97f9fd3d7921ca9758fd3b2a3cda16923b,,
,,358,bee686e3fcc9f3886386d09a5bbd6f4779d852c8bb282b0b6185be70704d9207,,
,,359,bfe01fd74f4a333b18002bc2d02ce800bee2e244cc59a5156ca3fcc5a0cdce00,,
,,360,bfed65e0ee3b331187d31bd503dcbad42f17bf749b37c34f64cf8bbc3007073c,,
,,361,c220777a3969d97f8c08265becbb6fcd9bddfab7c48456e450fed01101f16a76,,
,,362,c225c8dca6a511c7d7cd7e90387054ff2eb038204ac60e3d886bfd9843c06434,,
,,363,c24628e0c17541c8eb1047d754441068030a058892e09b1e2281c6ab162a6252,,
,,364,c24802aafcbbb5d0d9f4ff58778800955e3c56280ac70345100d3a9a6ea2653f,,
,,365,c340795ecfb6a9a8b2c5645fee8a298cf8b72faaffd737d7fe11880114eef4e5,,
,,366,c38594bec27d288cfe5bd031cde0cff4c46de188336f74ff3f79854c88c65b00,,
,,367,c3b000875e19cdb87af3a1f4f1201b93b27c421f93754d5944e248f626e555e8,,
,,368,c4776c88a7dc61ac8c990cbf8584ae5b95963474d6a2ec981fa2b1d62aa40d40,,
,,369,c47ebe72dc3a2893a15174a6c093f4acad7a077df6fa698b3d4c316d8b2ab325,,
,,370,c547e37e3c5d2add9a3cb5fdeecfbc779e0ee9d6a7dbb489c799cc94e7b9abd2,,
,,371,c553dc3283c858d600428ab9da98653a77b7cd25b18d42f7e342f50e3dd2811d,,
,,372,c55412dfec4229257b7e5b9f351aded8bf89457addeb8f6e6e349f74aee27674,,
,,373,c564abeebce244fd96023eb0bb99dbcdf4fdaea1d606463c3d4879e06a99dda6,,
,,374,c58e4714a03093fccf1fd914aff61ef2d0b0c24eea4a89635b5f8d74953c6058,,
,,375,c602660fc0ddd630f6a203a3d61742439eb7d3c4c33d31ccb57e410bbb67e844,,
,,376,c60dc7a742e43b815ba4c4f14ae3efd67b9ffc810c971c92a48a3b3cbc6d5919,,
,,377,c680435725f2cafc681abd19b42f002d0f35298c929bbd106403609fc6261bee,,
,,378,c6b3efc496c7eabd69a2596c96fb7bacc652d49811a4be0df0bb37196a37ea02,,
,,379,c7b796ac04b2f8db027f6a7f45dd803df85918a8b62494790efa974beaf3838c,,
,,380,c7e19683c93c7fcbfab6f259ebe943a44204981dbf5af4dfc37ef26961758906,,
,,381,c7eebe4bcc4f85762fa3ddbb203411f48f8a0f05ed163ddb5e6c38e5f1d24531,,
,,382,c80057fddc67ce687c85a006cf65e59346bc5059721fa241b2473a84301c2327,,
,,383,c80ce14c9557948735506042bc724190d056b1ab66b5dac4e2ae3c87b31ca0b1,,
,,384,c8d01afd1e4a742fb48896441f92f6f4f1c21f02b0059b58f21e1c6efb099eb2,,
,,385,c8f2ba8a3b50884964255d406a7f4c232ec3efe6c021514cd273a4c1726dbfd2,,
,,386,c92956e2fca1ca7ed686bda9b6fc3d11a9e75795107d24b4df9333b5818c4b5a,,
,,387,c96a5d8ae5170d9ab1ece6a261b881357860a04dc8d76bc2ca0619cc4d4787ea,,
,,388,ca1b7797566e850c3e583a2fbda610a51d5504ca9b0d611a0a3e2770c912d52d,,
,,389,ca1ed2c1cad95f5fb926db06e52ebe6cec3f19485a7cf130b24dcfe1f2c26e24,,
,,390,ca9dd71f2db93f715bbea6fdbd11e0cad4194d54c4763331bb82f561782a3159,,
,,391,cb9c781c1377cf1efb68cb9ed6a56076672fc54f47d35adda6a211d23655d118,,
,,392,cbdbb864a7b15c5903aa09adff018a3d184f25c250b86926a5bc3fd9d9169037,,
,,393,cc85c37cc89ca6e99038e1f8bc4201ab2cb7573d16d73e5d3dbc97789d16b856,,
,,394,cd0612712f91182ead3aaf4339a2f2779c5bc8abb6c6336ed0a8c66530144b9c,,
,,395,cdd0ad20946b8bdd886db177aea59e7b1770a2881dd8cbbcdb7dc5adcf5730e1,,
,,396,cec0a384f41fb2446aff0043657c7e32479dd58e701084dde0bcc28f161aa2b1,,
,,397,ced739e4e1a362fc62756d77256feff26dd7710998469ff13eb02104da2038d2,,
,,398,cef23c3f251969f778435219b38afa60f2e41b3927e82fa6d43de8c59f93f883,,
,,399,cf13a4b65841c7dceb8412708517c5be0cdedb328ac511655c4a95ee813d548b,,
,,400,d0b78ae235e484b144a0b229ef70c8ac2fd796c86aa4d314c3a5bf393dc9ee11,,
,,401,d1d635ae1d95cf0b57cba7b6bff6d45b693428120d558da8747c3a0887190d23,,
,,402,d24b87329bb09b449a89676a4e96858c289cdfad521c03fb9ce166a83aceb603,,
,,403,d274893c31d10ef0bc342e59f149963ffff586f70cbf6c8b59325bf97415f62e,,
,,404,d36a68faa57e320ce1eaff6a6def575a5337ee480ceab78d2bfc79c986e31760,,
,,405,d3cb38860bb2775f1e807bfe8b1610f03016ac63c6b08977188c85ad3f979ceb,,
,,406,d3f0d126711eb978e948a2cbeb9c2b2b0ffa79541fe717c41575d91f5e21aa61,,
,,407,d46637522853433efdf1806e2e5336c312d5ba0ff0a32b80468e96b8abf11c04,,
,,408,d5b8de8db1cf22f45e0efd08dc7b38431edfdc53aca4038204460398cd6c21ee,,
,,409,d6420a4ee44bc345c7bf3a2efbab98e08a4727016df8e8d6bb8375d0a23a8c72,,
,,410,d6fcfbd13c5259904b825be40714b27269384a2e540184e009430238487e889c,,
,,411,d74ad8f7c64819b319003126f9a7d68263aff159db0388c359cfbfb46e263e96,,
,,412,d7508e75bd7e54d88e3668085557bbbb459453ab26ec03646bafb7625075cd24,,
,,413,d78fb37bf1fe8f75aac3574abb02a6af48c1e5de152a400b1fbf6e7237e7fa4a,,
,,414,d7b242422be5e62a8d6759bbaa2dd788ef0a039847ba64911c3fff58025c8792,,
,,415,d86cb3d8304a2cede047c31ebe6619f33357872d26a21d1367318821e35e09cf,,
,,416,d87811d4a1e9ba86c382fda19de6f7d1ad04b42f8c0dceeb81cd7cafc1008ed8,,
,,417,d885bb7273fb4e746e84afc627f57884681464d304c0d487efee6b49df9620a2,,
,,418,d8a9220e637c9a7b377eabb60059a170c30384f5704c0e81a49f31788d470c98,,
,,419,d9381190f981d16a88149206249465bb181ce58d6359562dea944f4d477363e3,,
,,420,d948777e9b3046b61a365c5cff2d3b1ad308bfb4d2ee0854558617ca8eeac395,,
,,421,d981675479ab443031cba32f40c3dca9e031547c59346a4c0ea7c624c054d936,,
,,422,da2ab409e3aba646903b562a3345e2f8fff81667aaba3879a1155c38612e7ac9,,
,,423,dab25eed9d9d31a84b5f08cca8271deebaa1b69d2902cb2031ca82f985e09576,,
,,424,db2e162c7c1734ed5a58abc1706b9efbbdadbd2ba5f77bea6911a1aabd5e0831,,
,,425,db847180fec2988d054039d7d6565531195880d3918d6ee9402e335e6be9408d,,
,,426,db91ad08a11ff41dfb6d61127b0d561b3ae0e5ed10395e6cb3f25372ebdd6d0b,,
,,427,dc9a34cf6e3874933863dbb1d060e9fad475adc9e0927a6d33e2452d1526125d,,
,,428,dcc0e3c61cf760b864cace141492a9c0458a3af0e67f63a19c31875b5b777f07,,
,,429,de14d69ecb05cea275dcf6a7cb707626315f3e81931958d7d7b15131368cf4d6,,
,,430,de771b0a105c84a902ca9ac461758439ca7b838a2b95f6a13afad160a9d7fd39,,
,,431,dea69a3afb734ba56e0465a463c3c6c5cd4c852cb165c1dd960ba91a4038a53d,,
,,432,dea7966ebd885a67ecc64194d61d09fed744b8619a5c553ca40c79205e3362b3,,
,,433,df5f291bbd4aec1a0eff72c784f64e101413d82f8609d68c713dd7e8be202316,,
,,434,dfafe84b27c1097ac79831f5ee8fcb79c84bd2079709c327141de09549db4d73,,
,,435,e03561822ee2eb2da08d5f6f890830660cfd611e01677a2cf70b09fb6ff4673e,,
,,436,e20c996edc342b0e8fe4abe8a1b4373ae040e36b367cf6188e43d04950b7f6c6,,
,,437,e2c64c308270b70f26817bd91b48a6dc114f46bf34566ce6d3ec38d8052cb1ec,,
,,438,e37bb12ed96a158b0a1050ba31f1b9c1fad4b32772f7ba057b96a6df90c2205c,,
,,439,e3d00c0bcfea6e4a68c5c4842d0bedac5e761cfa5be62ec60aae839f44a7f555,,
,,440,e4022e6c05adb71c27444306f992d913c4d37cdbf63bf704fadfdddd56b65831,,
,,441,e4380b18857e28837873b807b4ee2bee2e199a3536f56fb56fb5949de4c17a77,,
,,442,e50725c0eeae06d5084a25d7cae981462f08ed57e7e604cb824844793a5c6dcc,,
,,443,e62fc7f4f92cd9a65e84bfe3c31f6e9bf117b4709067eac106b9715cb5f0fc02,,
,,444,e75e44aab1778ede624cb4eb316397c4e287b0f76299050d2ac110662629f77f,,
,,445,e7da0da09cd3de7d6414a439154f40924d0533b799648184fa85baef339710ba,,
,,446,e8f1be077a6689592c2f7fa35d56f723b873d6600bbe49eb04908770d9e783c1,,
,,447,e8fcb5c680b6bdab983fc8705cf4149d4ffc71e7e1d375ab38582c81a8a222dd,,
,,448,e9ef91d2836a3d6a880c71604dda2bc5cf97836539864ee1a7da3221c3843df7,,
,,449,ea47fdcc277117bd663900f36ab09bad41ea1af083ccbc63647b5838e1056ebc,,
,,450,eb98b9223adb4684635bb18017ede6721bd5acf041aefea49eb611ab89c489ad,,
,,451,ebb4be3fcc3b29c9cabf0007dfe142b7cdbcb54fda0e9950b7018ce04c4d692d,,
,,452,ec1a874203c55517f71dfe34ba86744fb41138693a65832b20cfa6f533f75e09,,
,,453,ec8e0696e80a8e8c45ebbecc3429597d81a3c106fd5939bc3ed685240ce84c8a,,
,,454,eeadbdae5c93dc632d3b4567ed3e770f164526a9d957a113e1aa07c1dca54f4c,,
,,455,eefcecf5c7183df8d369a35df238dd9fd990564264dcadc7bafacbafbef888ac,,
,,456,efc39ac763d948ff0a93ddc34ad240851cb48f1fcf52de934697aeb78d033071,,
,,457,effa5fafd71a87510e477792561dc4c6a0d7a624d93f5ee78db77ac7c2a41d63,,
,,458,f0a761fb34823e9ac759ee98975c615eebf22a1745a01de4b26cdf5b1aab26af,,
,,459,f0ad6b55a43d50cd0b3fa2f6750275e11cc44176cc9984200f6d6ff6a3c5631f,,
,,460,f0dced10510747eeee05ecf186c421f025d256f9870b17e7fb2335463ae079ac,,
,,461,f116832a0eb31d3cc89a5c4bba301d1a5758438ee1f1bd382fee9277a1fe6284,,
,,462,f13ef30924d9e20a8f54dc58ad638694be404a98000c388cadb97d41fd18b15e,,
,,463,f19c99fbe5a835630d6c1f9c0bd31609a99d100f3dcadeddc3473da0ee7a0205,,
,,464,f1adcb66d665ecba393da1490aca01e322bebd658ae2ef41aadee9ec7106def2,,
,,465,f1c628caab4033afe87dd9b46443ae53b44ca1fc35dc6268f423531d02dcb0ab,,
,,466,f2b2d2b023f71e791c2644201fa62b2dcf6c78d7402d774a552d5b7b20f02ad3,,
,,467,f2c0c481d6d6af0b83c418cd9a25d31dc1ffd303019b7cff7adf84e88f578dcf,,
,,468,f355a2a07982341bcafda00ed2abb604504fdc5295686db581aa2070fb518b3e,,
,,469,f3d99c0db5449980ac699a2ef199f23eaff5c4808e5f5ec601922b62da939830,,
,,470,f3f68937b7087b8fa82118be631d144b10b8c5391b8a16f2affa093c1957edb1,,
,,471,f421319a6d338f4c75d9ce493c2ab35aa31da5115a045fb9149446903d5f1141,,
,,472,f429e88015e43d43626052e8601b4c7215afaf3f23181ed677fa698fbee2a91d,,
,,473,f443bbd96f97f46715406d27b026e030447ad9e96d55300a62dcdb54bf95a4f3,,
,,474,f44c5e0a30d5deb361269102ae90c47064e59c34af27b3dcc610c74ae5ad926e,,
,,475,f4972b61ad2f1c8822cfb700c14259accc67203e071bfe0ab462fa45013214d5,,
,,476,f4a36ebc5b628a049e769ccc2ae8e21a561ca689717f0b342b96c8ede09c0219,,
,,477,f4b74579b24f01184daa9edb1156247211fb4f6b67b8ec3b81814e8eeb8791fd,,
,,478,f4d906c345eef030a0d881ef52bba910c24630febc66ea83ab51337796574ec8,,
,,479,f70822cd6df70ca803faab8f3ced1db0f050468f31dcfedc1a20ad578382da45,,
,,480,f760a203bac325e547a23dd4a2f26a4109aadbeb44408262aea01f937e3a397e,,
,,481,f837bce807410ac6f8b52fcee81a1ffaa2d7f77755861f2e6f2b482bff0f6fe9,,
,,482,f8461dec16e4e6cc62d1cadd424373bdf634bdc01764d3df74cd9fff9658baff,,
,,483,f8bb8ac0d0154c94f2a489b32ef5035239939cede87f998e2599dba7fe378ab6,,
,,484,f8dac969c272aabb2ba0adebac1b711f0f174a8288053069be5391c65bb027c3,,
,,485,f90a856f26ac85aa8d9964fd692f94ca3c196fb21ffb78ddc64c384f19de95d9,,
,,486,f933272f6c291384b9d3d937a7fb4122ebf5a47fd9362ef3b8f6213f2b0660dc,,
,,487,f957373d2a222c4eb2d4a1ff4cb458e3bebf9e8e6e6d09515d4e23c376f39647,,
,,488,f9a459fa3ddd5b14d229dc44184452d5ad5700ded46bca132647340ff5778ab1,,
,,489,f9a8ea52803b55fada3310dd43a447a99dc03507c2607b06de916f5141da831a,,
,,490,fa02750bf6f9eb536fbbeade8fe7bbc22648f59dabe562a4e32b8a58c4d3d1ff,,
,,491,fa57bd66cb6354a6d8af1e7b47b28589e586bf1303a9080652bf2cfe6b9bbab4,,
,,492,fa7805c1d46ef49851de43750a665a993eef750b560159967106d3b96821759c,,
,,493,fabe1f519ce6f051ce768bda372a3e32059c13ea3f191380b04a004b83caa61b,,
,,494,fbb2114bce5532072b39ce9c805ea99509830cc0c4c36b58ea813398307284ed,,
,,495,fcc829e7dd1db87335c46064982f06853c8a5c39399202b284952458b04f0d5d,,
,,496,fcf731e2be9a1377e7aed9c84be49e59ff2b3595fd86235d37d58011462b8fcf,,
,,497,fd3422d11e9fdacf030f74df8a97aef973337371c49d6746fa29e06a4e54888b,,
,,498,fd8111a7935742d5d198fb6ba2224bf1b772974b7c17e145837a4bc4512efe8a,,
,,499,fd928febd4e90f39aa15d8f4f70215bbc4e20e5c40d245628c6f8e73f7b4d16a,,
,,500,fe48d6db483ac4bd61b017d826272e803a5ba40fca9dcc14ce181a1331e1fa18,,
,,501,fe545219144abfb405c64d3fed4f32dc348ece7afb0a814e646ef2f17e69bc7d,,
,,502,ff02364c8aab08a51916bd6a58bf7337b5d60939ee9b5381cce52e3ccbcd6b6d,,
,,503,ff4cfd98fc176f36fa99b2bc839990d2fd13de4e59b5c4aed8f3ccb1962d249f,,
,,504,ff86d28801139f82f29ac25c715647674d50977478b8d8469bb07a55cfafa043,,
,,505,ffc3b91c3744d275e99f49e105f016732d694a76314d8cd50f25e49a0b67edc6,,
